basin_code,basin,category,category_label,CT,yy,mm,dd,hh,MWS,Rp,accumulated_precipitation_mm
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,27,06,83.25,174.38,2602.9375
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,27,12,92.5,212.36,4989.125
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,27,18,101.7,348.12,6431.9375
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,28,00,111.0,929.88,10249.3125
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,28,06,92.5,345.39,6830.1875
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,30,06,64.75,400.75,17729.25
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,30,12,74.0,364.28,17432.6875
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,30,18,74.0,627.84,6863.125
NA,North Atlantic,TS,Tropical Storm,AL022013,2013,06,19,12,64.75,644.03,16434.1875
NA,North Atlantic,TS,Tropical Storm,AL022013,2013,06,19,18,74.0,583.76,17937.25
NA,North Atlantic,TS,Tropical Storm,AL022013,2013,06,20,00,74.0,797.96,33420.25
NA,North Atlantic,TS,Tropical Storm,AL022013,2013,06,20,06,74.0,784.14,43938.0
NA,North Atlantic,TS,Tropical Storm,AL022013,2013,06,20,12,74.0,639.92,31755.8125
NA,North Atlantic,TS,Tropical Storm,AL022015,2015,06,16,00,83.25,888.29,20964.25
NA,North Atlantic,TS,Tropical Storm,AL022015,2015,06,16,06,83.25,603.33,14364.5
NA,North Atlantic,TS,Tropical Storm,AL022015,2015,06,16,12,92.5,533.18,18307.5
NA,North Atlantic,TS,Tropical Storm,AL022015,2015,06,16,18,92.5,664.36,27445.9375
NA,North Atlantic,TS,Tropical Storm,AL022015,2015,06,17,00,74.0,804.29,22954.3125
NA,North Atlantic,TS,Tropical Storm,AL022016,2016,05,28,12,64.75,672.83,24826.625
NA,North Atlantic,TS,Tropical Storm,AL022016,2016,05,28,18,74.0,729.7,17913.5625
NA,North Atlantic,TS,Tropical Storm,AL022016,2016,05,29,00,74.0,599.69,10372.5625
NA,North Atlantic,TS,Tropical Storm,AL022016,2016,05,29,06,64.75,399.96,6554.875
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,05,00,64.75,511.9,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,05,06,64.75,491.62,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,05,12,74.0,601.57,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,05,18,83.25,395.91,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,06,00,101.7,607.0,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,07,12,101.7,261.86,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,07,18,83.25,455.4,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,08,00,83.25,419.74,0.0
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,08,06,83.25,395.94,149.1875
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,08,12,83.25,459.79,757.75
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,08,18,74.0,471.33,1555.0625
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,09,00,64.75,323.93,2330.5
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,09,06,64.75,557.89,9571.375
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,09,12,64.75,550.24,9826.1875
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,09,18,64.75,466.22,9538.875
NA,North Atlantic,TS,Tropical Storm,AL022018,2018,07,10,00,64.75,543.59,8538.25
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,11,06,64.75,601.98,14494.125
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,11,12,64.75,554.46,22019.125
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,11,18,74.0,738.8,26796.6875
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,12,00,83.25,938.99,25338.75
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,12,06,83.25,585.97,19329.5
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,12,12,92.5,682.48,29589.6875
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,12,18,101.7,758.12,30491.0
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,13,00,111.0,847.66,24117.25
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,13,06,111.0,609.68,23888.9375
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,13,18,111.0,617.96,28472.875
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,14,00,92.5,884.79,16648.3125
NA,North Atlantic,TS,Tropical Storm,AL022019,2019,07,14,06,74.0,740.26,18374.5
